county_name,state_fips,county_fips,population,land_area_sq_mi,centroid,county_seat
Saline County,29,29195,23333,755.51,"[39.111399, -93.202654]",
Schuyler County,29,29197,4032,307.305,"[40.461863, -92.520354]",
Scotland County,29,29199,4716,436.507,"[40.44806, -92.151796]",
Scott County,29,29201,38059,420.006,"[37.015235, -89.577539]",
Shannon County,29,29203,7031,1003.82,"[37.068998, -91.432915]",
Shelby County,29,29205,6103,500.863,"[39.761716, -92.07725]",
Stoddard County,29,29207,28672,823.142,"[36.847864, -89.970872]",
Stone County,29,29209,31076,463.814,"[36.723445, -93.437769]",
Sullivan County,29,29211,5999,647.982,"[40.21493, -93.101593]",
Taney County,29,29213,56066,632.263,"[36.657085, -93.195143]",
Texas County,29,29215,24487,1177.267,"[37.330114, -91.966146]",
Vernon County,29,29217,19707,826.391,"[37.836794, -94.33739]",
Warren County,29,29219,35532,428.592,"[38.790363, -91.098557]",
Washington County,29,29221,23514,759.866,"[37.953782, -90.785794]",
Wayne County,29,29223,10974,759.186,"[37.109113, -90.523545]",
Webster County,29,29225,39085,592.563,"[37.26294, -92.906843]",
Worth County,29,29227,1973,266.629,"[40.481643, -94.437082]",
Wright County,29,29229,18188,681.774,"[37.193283, -92.433272]",
St. Louis County,29,29510,301578,61.72,"[38.620558, -90.253332]",
